NDS;DESCRICAO DO SERVICO
492654;EMENDAR CABO 366 NO PS 775121241 SOMENTE UMA FASE, TRAZER ISOLADOR PILAR DA 13, ROMPEU EM CIMA DO ISOLADOR, BOM ACESSO, CRUZETA TRINCADA AVALIAR NECESIDADE DE TROCA,  [PS=775121241 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=775121241,EMENDAR CONDUTOR(ES=1  
492655;REFAZER CRUZAMENTO DA AT PRIMEIRO CRUZAMENTO  APOS O PS 889575729  REDE COMPACTA REDE NOVA NAO CADASTRADA N GPS CHAVE 53251 FICOU ABERTA ISOLANDO DEFEITO (SERVICO DE EMERGENCIA)
492659;REFAZER PONTO DE ATERRAMENTO  TROCAR OS PROTETORES DE GLVS REFAZER OU TROCAR O ANTI BALANCO  E DESCOLAR CABOS OS CABOS CHAVE 10916 FICOU ABERTA,  [PS=621149013 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=621149013,SUBSTITUIR ESPACADOR LOSANGULAR=1 PS=621149013,SUBSTITUIR/INSTALAR PROTETOR DE BUCHA/GLV=3  
492663;NDS PRA MANUTENSAO RETIRAR ARVORE DE GRANDE PORTE NO PS 798057162 E NO PS 798056053 E FAZER JAMPER NO PE DA CF 8324059274 FICOU ABERTA NO LOCAL E FICOU ABERTA A CF 8324004664,  [PS=798056053 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=798056053,CORTAR ARVORE COM MOTOSSERRA=1 PS=798057162,PODAR ARVORE=1  
492665;FAVOR GERAR NDS PARA EMENDA DE CONDUTOR NO PS 567175334 E SIBSTITUIR ISOLADOR POSTE TBM DEVE SER EMULETADO SERVICO DEVE SER EXECUTADO POR EQUIPE COM CESTO AEREO POIS POSTE ESTA DANIFICADO,  [PS=567175334 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=567175334,EMENDAR CONDUTOR(ES=1  
492666;NDS PARA TROCA DE POSTE B600 12M E EMENDA DE CONDUTOR CAA 4AWG TRANSFORMADOR PARECE INTACTO, POSTE SO DEGOLOU MAS NO LOCAL PASSA MAQUINARIO ,FAVOR TROCAR.LIVRE ACESSO.,  [PS=111972575 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=1119725759,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=1119725759,EMENDAR CONDUTOR(ES=1  [PS=1119725759,1-POSTE DUPLO T B/600/12.0 M  ]
492669;REFAZER JAMPER DE ENTRADA FASE A E B CF 832401244,  [PS=775117298 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=775117298,REFAZER JUMPER=2  [PS=775117298,2-CABO DE ALUM. COBERTO 15KV 185MM  ]
492670;CABO ROMPIDO NO PS 775035269
492671;NDS PARA CESTO AEREO FAZER EMENDA NO CRUZAMENTO AEREO DZ BT DO TR A5841 NO PS 774972723,  [PS=774972588 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=774972588,EMENDAR CONDUTOR(ES=3  
492674;TROCAR AS DUAS CHAVE DO TR L0384 CHAVE NO IMPROVISO TEC CHAVE MARTELINHO E TBM FAZER PODAS NO PS,  [PS=785176078 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=785176078,SUBSTITUIR CHAVE UNIPOLAR=1  
492675;NECESARIO EMENDAR CONDUTOR CABO 3.09 DO PS 784078927 ATE O PS 784078918 NAO CHEGA VEICULO ATE O DEFEITO,TEM DUAS ARVORES GRANDE PARA RETIRAR VAO DE APROX 200 METROS EM MEIO AO PASTO,  [PS=784078927 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=784078927,EMENDAR CONDUTOR(ES=2 PS=784078927,CORTAR ARVORE COM MOTOSSERRA=2 PS=784078927,PODAR ARVORE=2  [PS=784078927,20-FIO ACO ZINCADO 3.09 MM  ]
492676;GERAR NDS PARA PROGRAMAR DESLIGAMENTO DO CHAVE 08140 PARA PODAS COM CESTO AEREO ENTRE PS 612616208 E PS 612616273 ARVORE DE GRANDE PORTE SEM ACESSO AOS GALHOS DO CHAO...GALHOS ESTAO LONGES MAS SOBRE A REDE COM RISCO DE ALGUM DIA POR NATUREZA QUEBRAR E OCASIONAR ROMPIMENTOS DOS CABOS E QUEBRA DE POSTE GALHOS TAMBEM DE GRANDE PORTE,  [PS=612616273 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=612616208,PODAR ARVORE=2  
492679;SUBSTITUIR CHAVE FUSIVEL, NAO CHAVE 09652 , CHAVE 34,  [PS=599588570 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=599588570,SUBSTITUIR PORTA FUSIVEL=1  [PS=599588570,1-CHAVE FUSIVEL C -  POLIMERICA 27KV 300A  ]
492681;NDS PARA EMENDA DE CONDUTOR  DE AT POR CIMA DE LAGOA FACIL ACESSO DEPOIS DA PONTE A DIREITA ANALISAR USO DE STAI TEMPORARIO RETENSIONAR DEMAIS CONDUTORES,,  [PS=949655573 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=949655573,EMENDAR CONDUTOR(ES=1  
492682;,  [PS=615180572  V4X4=NAO  CESTO=NAO  CHVAB=SIM  JUMPAB=NAO  LV=NAO  CONSDESLIG=SIM  RISCOACID=NAO  AVARIANAREDE=NAO  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=615180572,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=615180571,FAZER ROCADA=1 PS=615180571,RETENSIONAR CONDUTOR=1 PS=615180571,TRANSFORMADOR AVARIADO=1  
492684;JP ROMPIDO NO CABO 2/0 DO TIA JOANA, PRIXIMO A CHAVE 8639 (CHAVE REFERENCIA NO AL CEGONHA PS 722137824 QUE NAO APARECE NO MAPA, MAS O CA938 CONSEGUIU LOCALIZAR.
492685;,  [PS=615180572 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=615180572,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=615180571,FAZER ROCADA=1 PS=615180571,RETENSIONAR CONDUTOR=1 PS=615180571,TRANSFORMADOR AVARIADO=1  
492686;CRZETAS QUEBRADAS PS 910387816, PS 797172462, PS 910387833. UMA ESTRUTURA METALICA CAIU SOBRE A REDE. LEVAR EMENDAS DE CABO 2.0 CAA. ACESSO PELA LAVOURA. E O OUTRO PONTO PS 774957918, NO MEIO DA LAVOURA POSTE CAINDO E CABOS FORA DO ISOLADOR. BOM ACESSO TAMBEM.,  [PS=910387833 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=910387833,SUBSTITUIR CRUZETA(S=4 PS=910387833,SUBSTITUIR ISOLADORES=1  [PS=910387833,4-CRUZETA POSTE CONCRETO L=2000MM  PS=910387833,1-ISOL PILAR PORCELANA 35 KV  ]
492688;FAVOR GERAR NDS PARA MANUTENCAO TENTAR PODAR PINHEIRO TA ENTRE OS CABO DE AT NO PS627143409 FOI TENTADO PODAR MAS VARA NAO ALCANSA CHAVE 23080 NAO ACEITA POR ESE MOTIVO ,,,TEM 2 CONSUMIDOR NA REDE LOCAL DE DIFICIO ACESSO CHAVE FICOU ABERTA,  [PS=627143409 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=627143409,PODAR ARVORE=2  [PS=627143409,1-ISOLADOR PINO V-13.8KV  ]
492689;REFAZER CRUZAMENTO NO PS 783633273 LOCAL DE FACIL ACESSO CHAVE 8324017982 FICOU ABERTASERVICO: 50523522
492690;CABO ROMPIDO P.S 18217 - CABO ROMPIDO P.S 18217
492691;GERAR PARA CESTO AEREO VIR RETIRAR FOLHA DE ZINCO NO POSTE, ESTA PENDURADO, EQUIPE DESLIGOU RAMAL AEREO NA REDE. PS 572149038. PROXIMO DO TR 83240D2855.,  [PS=572149038 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=572149038,RETIRAR OBJETOS ESTRANHOS NA RD=6  
492692;CRZETAS QUEBRADAS PS 910387816, PS 797172462, PS 910387833. UMA ESTRUTURA METALICA CAIU SOBRE A REDE. LEVAR EMENDAS DE CABO 2.0 CAA. ACESSO PELA LAVOURA. E O OUTRO PONTO PS 774957918, NO MEIO DA LAVOURA POSTE CAINDO E CABOS FORA DO ISOLADOR. BOM ACESSO TAMBEM.
492693;SERVICO: 50524132 - DOIS PINHEIROS CAIRAM NA REDE QUEBROU 2 POSTE CRUZETA ISOLADORES CABOS DE ALTA E BT ROMPIDOS CRUZAMENTO AEREO ABERTO CRUZAMENTO AEREO 784457716
492694;GERAR NDS PARA A LINHA VIVA FAZER UM CORTE NA AT ENTRE O PS 619145335 E A CHAVE 8321600079, MATERIAL 3 ISOLADOR BASTAO 13.8 PILIMERICO 6 ALCA CABO CAA4AWG 6 SAPATILHA. OBSS. DUVIDAS FALAR COM O TECNICO ANDERSON,  [PS=619145335 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=619145468,REPARAR CONDUTOR (TENTOS ROMPENDO=1  [PS=619145468,3-ISOL BASTAO POLIMERICO 15KV  ]
492695;FAVOR GERAR NDS PARA TROCA DE 2 POSTE 1 QUEBRADO 943638397 E 1 TORCEU 943638400 E JA ESTA MOLETADO DIFICIL ACESSO SE POSSIVEL TRAZER 2 DE FIBRA E SE PRECIZAR DE TRATOR OS VISINHOS ESTAO CIENTE PARA AJUDAR PS 943638406 ESTA COM CABO FORA DO ISOLADOR CR 11267 ABERTA,  [PS=943638397 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=943638397,POSTE AVARIADO/ABALROADO (SUBSTITUIR=2  [PS=943638397,2-POSTE DUPLO T B/300/12,0M  ]
492696;SERVICO     :  50523950NDS PARA EQUIPE DE MANUTECAO FAZER EMENDA DE CABOS DE AT ROMPIDOS NO ALIMENTADOR GERANIO, CABO ROMPIDO NO PS DA CHAVE 19101, TRECHO FICOU ISOLADO ABERTO A CHAVE 8324005230  CHAVE 5282 E ABERTO UM JAMPER NO PS 947490960, CABOS ROMPIDOS EM TRAVESIA DE RIO, ACESSO REGULAR .
492698;FAVOR TROCAR POSTE B600 DE 12 NO PS 596886845  E TBM TROCAR 1 CRUZETA Q ESTA QUEBRADO ALEM DISSO ENTRE OS PS  596886755 ATE PS 596887180 TEM VARIOS CABOS FORA DO ISOLADO  CHAVES ABERTA NO TRECHO 8918087939 ABERTA E ABERTA OUTRA BM PROXIMO AO TR L2929 (8918086988 ESSA CHAVE AI N ESTA PINTADA NO POSTE NUMERO DELA TRASER 1 CRUZETA E 1 PARA RAIO DA 34
492701;FAVOR PASSAR PARA MANUTENCAO FAZER A TROCA DO PS 626972437 E ENMENDAR CONDUTORES BOM QCESSO CAMINHAO CHEGA AO PE DO POSTE,  [PS=626972437 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=NAO]  PS=626972437,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1 PS=626972437,EMENDAR CONDUTOR(ES=1  [PS=626972437,1-POSTE DUPLO T B/600/12.0 M  PS=626972437,1-CABO AL NU 4 CA AWG - SEM ALMA  ]
492702;FAZER EMENDA DE 3 CABOS DE MT ENTRE O PS DO RA 6519 E DO TR QUE ALIMENTA O MESMO- LEVAR LUVAS E CABOS 4CAA
492706;FAZER A TROCA DO POSTE QUEBRADO TROCA DE CRUZETA E ISOLADOR NO PS 773435578 TRASER MAO FRANCESA 2  PARA FUSOS 125  300  250,  [PS=773435578 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=773435578,SUBSTITUIR ISOLADORES=3 PS=773435578,REFAZER CONEXAO NA REDE=1 PS=773435578,SUBSTITUIR MAO FRANCESA=2 PS=773435578,SUBSTITUIR CRUZETA(S=1 PS=773435578,TRANSFORMADOR AVARIADO=01 PS=773435578,POSTE AVARIADO/ABALROADO (SUBSTITUIR=01 PS=773435578,RECOLHER GALHOS DE  [PS=773435578,1-CRUZETA DE CONCRETO TIPO  T   PS=773435578,1-POSTE DUPLO T B/300/10.5M  PS=773435578,3-ISOLADOR PINO V-13.8KV  ]
492707;GERADO NDS PADA IMENDA DE CABO 3,09MM E FAZER ROCADA GRANDE , JUMPER DA DERIVACAO DO CABO FICOU ABERTA ACESSO PELA LAVOURA CHAVE FICOU FECHADA,  [PS=615158036 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=615158036,FAZER ROCADA=1 PS=615158036,EMENDAR CONDUTOR(ES=1 PS=615158036,APRUMAR POSTE=0 PS=615158036,TRANSFORMADOR COM VAZAMENTO=0  [PS=615158036,1-FIO ACO ZINCADO 3.09 MM  PS=615158036,1-ISOL BASTAO POLIMERICO 34KV  ]
492708;CABO ROMPIDO NO PS 949190486 ATE O  CF 1827FICOU ABERTA A LA 6744   E FECHADO AO COMTRARIO ATE O RA 7077 SOMENTE ESTAS MANOBRAS FORAO FEITAS  FOMOS A OUTROS RA ABERTO.JAC 19 FECHADA ATE A 6744.TRAZWR EMENDA DE CA 4 LIVRE ACESSO.,  [PS=949190492 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=949190492,EMENDAR CONDUTOR(ES=1  [PS=949190492,1-CABO  AL NU CAA  4 AWG - COM ALMA  ]
492710;RECOLOCAR CABOS NO PS 577340327 SER VIM COM CAMINHA MUCK E MELHOR ANGULO FORTE (SERVICO DE EMERGENCIA)CONFIRMADA GERACAO NDS COM OPERACAO
492711;APRUMAR POSTES CHAVE FICOU FECHADA BOM ACESSO BEIRA DA ESRADA,  [PS=616072258 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=SIM]  PS=616072258,APRUMAR POSTE=5 PS=616072258,PODAR ARVORE=0 PS=616072258,TRANSFORMADOR COM VAZAMENTO=0 PS=616072258,EMENDAR CONDUTOR(ES=0  
492712;MANUTRNCAO REFAZER CABOS DO RA-6519 NO LOCAL AS 3 FAZES QUE SAI DO RA ESTAO RONPIDAS, ENCERRAR INTERROPCAO, PERCORRIDO TODO TREXO ATE ONDE CONSEGUIMOS (SERVICO DE EMERGENCIA)   
492713;FAVOR GERAR NDS PARA EMENDAR CONDUTOR DE AT 4 AWG ROMPIDO NO PS 1111020744 ARVORE CAIU EM CIMA DA REDE ROMPEU OS 2 CABO TRAZER 15 METRO DE CABO 4 CHAVE 69923 FICOU ABERTA ,,LOCAL DE BOM ACESSO,  [PS=111102074 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=NAO   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=1111020744,EMENDAR CONDUTOR(ES=2  [PS=1111020744,2-CABO  AL NU CAA  4 AWG - COM ALMA  ]
492716;TROCAR CHAVE SU 83216SP031 FASE B, TORRADA NO PS 619477105,  [PS=619477105 V4X4=NAO  CESTO=SIM  LV=SIM  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=619477105,APRUMAR POSTE=1  [PS=619477105,1-SECCIONADORA DE FACA UNIP 15KV 630A  ]
492718;FAVOR GERAR SERVICO PARA MANUTENCAO IMENDAR CABO 4 AWG NOS PS 786800748 E PS786805618 E PLUMAR POSTE BEIRA DE ESTRADA QUE ESTA QUASE CAINDO ACESSO RUIM NO MATO ATRAVESSIA DE RIO RA JAL58 FICOU ABERTO ENTRADA E SAIDA E CHAVE 30498 ELA E ABERTA NORMAL SO PASSA E SINALIZAR ELA,  [PS=786800748 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=786800748,EMENDAR CONDUTOR(ES=3  
492719;MANUTENCAO EMENDAR CABO 4 AWG - PS 786800748 E PS786805618 E APRUMAR POSTE BEIRA DE ESTRADA QUE ESTA QUASE CAINDO ACESSO RUIM NO MATO ATRAVESSIA DE RIO RA JAL58 FICOU ABERTO ENTRADA E SAIDA E CHAVE 30498 ELA E ABERTA NORMAL SO PASSA E SINALIZAR ELA,  [PS=786800748 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=786800748,EMENDAR CONDUTOR(ES=3  
492720;NOC 50522892 - GERADO NDS PARA TROCA DE PS 621291184 E REFAZER BT  NECESSARIO TRAZER 100 METROS DE CABO AWG - CF 8918058716
492721;FAVOR GERAR NDS PARA EMENDAR CONDUTOR DE AT 4 AWG ROMPIDO NO PS 1111020744 ARVORE CAIU EM CIMA DA REDE ROMPEU OS 2 CABO TRAZER 15 METRO DE CABO 4 CHAVE 69923 FICOU ABERTA ,,LOCAL DE BOM ACESSO,  [PS=1111020744  V4X4=SIM  CESTO=NAO  CHVAB=SIM  JUMPAB=NAO  LV=NAO  CONSDESLIG=SIM  RISCOACID=NAO  AVARIANAREDE=NAO  TODAREDEINSP=SIM  FONTESUB=NAO]  PS=1111020744,EMENDAR CONDUTOR(ES=2  [PS=1111020744,2-CABO  AL NU CAA  4 AWG - COM ALMA  ]
492722;GERADANDS PARA SUBSTITUICAO DEPOSTE AROVRE SOBRR A REDE, ACESSO LIMITADO PELA ESTRADA. FICOU ABERTO O RA 8628800931E A CHAVE 09143,,  [PS=825931458 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=825931458,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  [PS=825931458,1-POSTE DUPLO T B/300/12,0M  ]
492724;COMPLEMENTAR A PEDIDO DA MANUTENCAO CABO ROMPIDO NO PS 775035269
492725;FAVOR GERAR SERVICO PARA TROCA DA CHAVE 5719 FASE( A COM PROBREMAS PARA FECHAMENTO DAS CHAVE , ESTA SO MENTE UM FECHADA , LOCAL DE FASIL ACESSO,  [PS=620903521 V4X4=NAO  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=NAO  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=620903521,SUBSTITUIR CHAVE TRIPOLAR=1  [PS=620903521,1-CHAVE FUS REP P/2OPER. 33KV 50A  ]
492726;GERAR NDS PARA EMENDA DE CABO DE BT APARTIR DO TR C1135 ATE O PS 794025075... VAO DE 150 METROS FAZER ROCADA E CORTE DE ARVORE BT TEM ROMPIDO FREQUENTEMENTE ... JUMPER ABERTO ENTRE O TR E O PS MARCADOS... BT ESTA DESATIVADA DO TR ATE O PS 794025077 NAO PRECISA REFAZER O JUMPER DA MESMA... APENAS UM CONSUMIDOR DESLIGADO... CHUVA NO LOCAL SEM FOTOS... LOCAL DE DIFICL ACESSO...,  [PS=794025077 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=612436244,EMENDAR CONDUTOR(ES=1  
492727;REGAR NDS PARA REFAZER CRUZAMENTO E EMENDAR CABOS.OBSS. TEMCQUE MANOBRAR ALI MARAM,  [PS=626104301 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=626105620,REFAZER CRUZAMENTO AEREO=1 PS=620319388,EMENDAR CONDUTOR(ES=2  
492728;CRUZETA SE SOLTOU VINDO A ROMPER FAZE DE REDE COMPACTA E DANIFICAR CHAVE SERA NECESSARIO TROCAR CHAVE E EMENDAR CONDUTOR XLP DE COBRE PS567556573 TR P7033 TRAZER TERMINAL COBRE 16MM. DEFEITO ANTES DO PONTO DE ENTREGA, SERVICO A SER REALIZADO POR EQUIPE COPEL [PS=567556573 V4X4=NAO  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=SIM  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=567556573,SUBSTITUIR CHAVE UNIPOLAR=1  
492729;GERA NDS PARA INMENDA CABO E REFAZER CRUZAMENTO AERIO  NO CRUZAMENTO559960045 VIM COM CAMINHAO COM CESTO AERIO ,CESTO DA AGENCIA NAO ALCANCA ,MANOBRADO REDE E ISOLADO DEFEITO TRAZER  INMENDA PRA CABO 2 (SERVICO DE EMERGENCIA)
492730;FDVOR GERAR NDS SUBSTITUICAO DE POSTE NO PS 630468674, POSTE ABALROADO , POSTR B300 12M POSTE DENTRO DE RESIDENCIA , FOTOS ENVIADAS NO GRUPO (SERVICO DE EMERGENCIA)
492731;FAVOR GERAR NDS PRA EQUIPE DE MANUTENCAO FAZER A TROCA DO POSTE QUEBRADO 771321560 TRONCO DO RA CRI07 , PRA ISOLAR DEFEITO FICOU ABERTA A CHAVE 8324007545 E 8324007544  , SOBRE ACESSO ,POSTE FICA NO MEIO DA LAVOURA ONDE TEM QUE ENTRAR COM O CAMINHAO DEVIDO CHUVA NAO E POSSIVEL TER CERTEZA QUE CAMINHAO CHEGUE NO SERVICO , POR PRECAUCAO TRAZER TAMBEM UM POSTE DE FIBRA,  [PS=771321560 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=NAO  FONTESUB=SIM]  PS=771321560,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  [PS=771321560,1-POSTE DUPLO T B/300/10.5M  ]
492732;SUBSTITUIR  GLV E ESTRIBOS - JUMPERS CONECTRADO NO CABO   
492733;FAVOR GERAR NDS PRA EMENDA DE CABOS ISOLADOS DO PS 608078365 AO PS 608078925 CAIU PINUS SOBRE A RD QUEBRANDO CRUZETAS E ROMPENDO CABOS AT FICOU ABERTA A SU 8628871414 E A SU 8628871413 TRASER DUAS CRUZETAS 1 POSTE ENTORTOU BASTANTE VAI DO CRITERIO MANUTENCAO SE TRAS 1 OU NAO O MESMO NAO CHEGOU A QUEBRAR. ACESSO BOM CABOS ESTAO NO MEIO DA ESTRADA, NO PS 608075797 TERA QUE REFASER AMARRACAO,  [PS=608078365 V4X4=SIM  CESTO=SIM  LV=NAO  CHVAB=SIM  JUMPAB=NAO  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=608078365,EMENDAR CONDUTOR(ES=05 PS=608078925,APRUMAR POSTE=01 PS=608078925,CORTAR ARVORE COM MOTOSSERRA=01 PS=608078925,TRANSFORMADOR COM VAZAMENTO=01  
492735;POSTE QUEBRADO PS 774188355 ARVORE DE GRANDE PORTE ENCIMA DA REDE NO PS 626917732 FICOU JUMPER ABERTO NO PS 774188309 FOI MUDADO A DERIVACAO DO TR L1323 PARA PS ANTERIOR AI FICOU ENERGIZADO TAMBEM O TR 47590 FECHADO A CHAVVE 06906 AS 15,14 HRS ACESSO NO MEIO DA LAVOU RA COM MIHHO PLANTADO E LOCAL INGRIDI, PROVAVEL COLOCAR POSTE DE FIBRA LEVAR O POSTE E UM ISOLADOR PILAR DA 34,  [PS=774188355 V4X4=SIM  CESTO=NAO  LV=NAO  CHVAB=NAO  JUMPAB=SIM  RISCOACID=NAO  CONSDESLIG=SIM  AVARIANAREDE=SIM   TODAREDEINSP=SIM  FONTESUB=NAO]  PS=774188355,POSTE AVARIADO/ABALROADO (SUBSTITUIR=1  [PS=774188355,1-POSTE DUPLO T B/300/12,0M  PS=774188355,1-ISOL PILAR PORCELANA 35 KV  ]
